seed,strategy,final_equity_gross,final_equity_net,sharpe_gross,sharpe_net,max_dd_gross,max_dd_net,avg_turnover,avg_max_weight,has_nan_weights
23,AR1 + Baseline,4.673113198128084,4.538636101467093,1.4013713443510043,1.3776313766848864,-0.2907375598385731,-0.2939113973197657,0.05709688408808293,0.09982337479974063,False
23,Simple + Advanced,3.8002462101284706,3.533778477463909,1.2664947791116004,1.2052891402462362,-0.3280116078352334,-0.3353368912388405,0.14212029761602177,0.09999502845055924,False
23,AR1 + Advanced,4.7366312559066,4.595119362869164,1.4455941648682349,1.4202118095707004,-0.27572249043712427,-0.27907677053686464,0.05932929142305138,0.09981739862282277,False
24,Simple + Baseline,1.607027443228615,1.4893839952023427,0.5700438941415039,0.5000279021136211,-0.43870899487698733,-0.4650759825768175,0.14823967309361474,0.09999983679809334,False
24,AR1 + Baseline,1.9884155622979893,1.9240409604924038,0.7686480769315779,0.7381748653422661,-0.4186782899645555,-0.4277401109132555,0.06423741377276981,0.09982287387535103,False
24,Simple + Advanced,1.6881518293868663,1.5662483834780188,0.6190295418732982,0.5492354205235114,-0.40760134688944905,-0.43498723069885503,0.14612752698001097,0.0999936246662495,False
24,AR1 + Advanced,1.9564019448550303,1.8922763945839527,0.7633703500426383,0.7319107809695597,-0.4062427835932725,-0.4155241865663041,0.06506807759556857,0.09981644665834775,False
25,Simple + Baseline,1.4690858083278249,1.3617943050071186,0.48384724083411706,0.41535943422973165,-0.5555563357114748,-0.5769779556980864,0.14882086893509344,0.09999993073718165,False
25,AR1 + Baseline,2.936979625679555,2.834872642015092,1.0883849892451922,1.0572474081405077,-0.29849383204283086,-0.3118601874134538,0.0695589814785143,0.09982243402084778,False
25,Simple + Advanced,1.4673361403272183,1.3600702767859822,0.48900073142454653,0.4184972008280638,-0.5342301145705937,-0.5561281798585707,0.14898669766692402,0.09999430987948858,False
25,AR1 + Advanced,3.0582254285899366,2.952121712849406,1.1548495247880577,1.1226868430786319,-0.26594605546576133,-0.28000651449205194,0.06944494989836163,0.0998149792233876,False
